nome
Acaricida
Acaricida Microbiológico
Agente Biológico de Controle
Ativador de planta
Bactericida
Bactericida Microbiológico
Cupinicida
Feromônio
Formicida
Fungicida
Fungicida microbiológico
Herbicida
Inseticida
Inseticida Microbiológico
Inseticida biológico
Inseticida fumigante
Moluscicida
Nematicida
Nematicida Microbiológico
Protetor de sementes
Regulador de Crescimento
