nome_comum,grupo_quimico,classe,url_agrofit
"Bacillus amyloliquefaciens , Cepa Ba30",Biológico,"['Fungicida microbiológico', 'Nematicida Microbiológico']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1011
"Bacillus amyloliquefaciens , isolado IMA 412",Biológico,['Fungicida microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=993
Bacillus amyloliquefaciens BAC076,Biológico,['Fungicida microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=944
Bacillus amyloliquefaciens BAC077,Biológico,['Fungicida microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=945
Bacillus amyloliquefaciens BAC105,Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=950
Bacillus amyloliquefaciens CCT8135,Biológico,['Fungicida microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=969
Bacillus amyloliquefaciens cepa CN-307,Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1091
Bacillus amyloliquefaciens cepa ENV503,Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1068
Bacillus amyloliquefaciens isolado BV03,Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1079
"Bacillus amyloliquefaciens, cepa CCT 7995",Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=938
"Bacillus amyloliquefaciens, cepa CL3",Biológico,['Fungicida microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=929
"Bacillus amyloliquefaciens, cepa CPQBA 040-11DRM 01",Produto Microbiológico,['Fungicida microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=851
"Bacillus amyloliquefaciens, cepa CPQBA 040-11DRM 04",Produto Microbiológico,['Fungicida microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=853
"Bacillus amyloliquefaciens, cepa FZB24",não pertinente,"['Fungicida microbiológico', 'Nematicida Microbiológico']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=900
"Bacillus amyloliquefaciens, cepa GNC005A",Biológico,['Fungicida microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1007
"Bacillus amyloliquefaciens, cepa PTA-4838",Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1077
"Bacillus amyloliquefaciens, isolado CBMAI 2356",Produto Microbiológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=870
"Bacillus amyloliquefaciens, isolado CCT 7901",Produto Microbiológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=814
"Bacillus amyloliquefaciens, isolado CCT 8104",Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1027
"Bacillus amyloliquefaciens, isolado CNPSo3202",Produto Microbiológico,"['Fungicida microbiológico', 'Nematicida Microbiológico']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=845
"Bacillus amyloliquefaciens, isolado IMA 411",Produto Microbiológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=839
"Bacillus amyloliquefaciens, isolado SVG 00027-B",Produto Microbiológico,"['Acaricida Microbiológico', 'Inseticida Microbiológico']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=884
"Bacillus amyloliquefaciens, isolado SVG 00028-B",Produto Microbiológico,"['Acaricida Microbiológico', 'Inseticida Microbiológico']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=885
"Bacillus amyloliquefaciens, isolado SVG-0036-B",Biológico,"['Fungicida microbiológico', 'Nematicida Microbiológico']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=920
"Bacillus aryabhattai, isolado CBMAI1120",Biológico,['Ativador de planta'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=925
"Bacillus circulans, isolado CCT0026",Biológico,"['Fungicida microbiológico', 'Nematicida Microbiológico']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=917
Bacillus firmus CCT0227,Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=931
"Bacillus haynesii, isolado CCT7926",Biológico,['Ativador de planta'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=926
Bacillus inaquosorum isolado CBMAI 2783,Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1071
"Bacillus licheniformes, isolado ATCC 14580",Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1029
Bacillus licheniformis,Produto Microbiológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=646
"Bacillus licheniformis , Cepa GNC004A",Biológico,"['Fungicida microbiológico', 'Nematicida Microbiológico']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1012
Bacillus licheniformis BAC112,Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=951
Bacillus licheniformis cepa Copihue,Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=909
Bacillus licheniformis cepa S2903,Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=987
Bacillus licheniformis isolado CBMAI 2779,Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1074
"Bacillus licheniformis, CBMAI 2639",Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1049
"Bacillus licheniformis, cepa ATCC 12713",Produto Microbiológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=849
"Bacillus licheniformis, isolado CCTB07",Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=916
"Bacillus licheniformis, linhagem FMCH001(DSM32154)",Produto Microbiológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=889
"Bacillus megaterium, isolado CCT 8101",Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1030
Bacillus methylotrophicus (B. velezensis) cepa S2908 (BAC B11),Biológico,['Fungicida microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1010
"Bacillus methylotrophicus, isolado UFPEDA20*",Produto Microbiológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=781
"Bacillus paralicheniformis, isolado CH0273",Produto Microbiológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=861
"Bacillus paralicheniformis, isolado CH2970",Produto Microbiológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=860
Bacillus pumilus,Produto Microbiológico,['Fungicida microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=590
Bacillus pumilus (BPU),Biológico,"['Fungicida microbiológico', 'Nematicida Microbiológico']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1025
Bacillus pumilus BAC114,Biológico,['Fungicida microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1054
Bacillus pumilus cepa S2907,Biológico,['Fungicida microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=996
"Bacillus pumilus, cepa DC61",Biológico,['Fungicida microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1086
"Bacillus pumilus, isolado CCT8005",Biológico,['Fungicida microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1032
"Bacillus pumilus, isolado CNPSo 3203",Produto Microbiológico,['Fungicida microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=842
Bacillus subtilis,Produto Microbiológico,"['Bactericida Microbiológico', 'Fungicida microbiológico', 'Nematicida Microbiológico']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=648
"Bacillus subtilis , Cepa Bs34",Biológico,"['Fungicida microbiológico', 'Nematicida Microbiológico']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1013
"Bacillus subtilis , Cepa BSS",Biológico,"['Fungicida microbiológico', 'Nematicida Microbiológico']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1015
Bacillus subtilis BAC004,Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=948
Bacillus subtilis BAC059,Biológico,['Fungicida microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=942
Bacillus subtilis BAC097,Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=997
Bacillus subtilis BAC116,Biológico,['Fungicida microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=943
Bacillus subtilis cepa N5,Biológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=908
Bacillus subtilis ESALQ-EpD2-5,Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=940
Bacillus subtilis linhagem QST 713,Produto Microbiológico,"['Bactericida', 'Fungicida microbiológico']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=636
"Bacillus subtilis, cepa ATCC 6051",Produto Microbiológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=848
"Bacillus Subtilis, Cepa CCT 0480",Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=933
"Bacillus subtilis, cepa CCT 1331",Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1058
"Bacillus subtilis, cepa IAB/BS03",Produto Microbiológico,['Fungicida microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=901
"Bacillus subtilis, isolado CBMAI1680 e CNPSo 2657",Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=936
"Bacillus subtilis, isolado CCT 7993",Biológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=905
"Bacillus subtilis, isolado CCT 8100",Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1028
"Bacillus subtilis, isolado CCT8004",Biológico,['Fungicida microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1031
"Bacillus subtilis, isolado CCTB04",Biológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=915
"Bacillus subtilis, isolado CNPSo2720",Produto Microbiológico,['Fungicida microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=841
"Bacillus subtilis, isolado SVG 00030-B",Produto Microbiológico,"['Acaricida Microbiológico', 'Inseticida Microbiológico']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=886
"Bacillus subtilis, isolado SVG-0037-B",Biológico,"['Bactericida Microbiológico', 'Fungicida microbiológico', 'Nematicida Microbiológico']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=921
"Bacillus subtilis, isolado UFPEDA764*",Produto Microbiológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=779
"Bacillus subtilis, linhagem FMCH002(DSM32155)",Produto Microbiológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=888
"Bacillus subtillis, isolado CH4000",Produto Microbiológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=858
Bacillus thuringiensis,Produto Microbiológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=21
Bacillus thuringiensis BAC092,Biológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1035
Bacillus thuringiensis CCT8018,Biológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1067
Bacillus thuringiensis cepa Anemophila,Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=972
Bacillus thuringiensis cepa N1,Produto Microbiológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=897
Bacillus thuringiensis cepa N2,Produto Microbiológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=898
Bacillus thuringiensis cepa N3,Produto Microbiológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=899
Bacillus thuringiensis cepa RTI545,Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=977
Bacillus thuringiensis HD-1 (S1450),Biológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1080
"Bacillus thuringiensis var. kurstaki, isolado HD-1 (S1450)",Produto Microbiológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=798
"Bacillus thuringiensis, cepa CCT 8217",Biológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=991
"Bacillus thuringiensis, CPQBA 040-11 DRM 11",Biológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1023
"Bacillus thuringiensis, isolado CBMAI 1398",Produto Microbiológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=867
"Bacillus thuringiensis, isolado CNPSo3915",Produto Microbiológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=846
"Bacillus thuringiensis, isolado CNPSo4081",Biológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1022
"Bacillus thuringiensis, isolado S 234",Produto Microbiológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=862
"Bacillus thuringiensis, isolado SVG 00029-B",Produto Microbiológico,"['Acaricida Microbiológico', 'Inseticida Microbiológico']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=887
"Bacillus thuringiensis, isolados CCTB22 e CCTB25",Produto Microbiológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=904
"Bacillus thuringiensis, isolados CCTB22, CCTB23 e CCTB25",Biológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=924
Bacillus Velensis IBSBF 3238,Biológico,['Nematicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1002
Bacillus velezensis (BRM046334),Biológico,['Fungicida microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1041
Bacillus velezensis (isolado CBMAI 2781),Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1073
"Bacillus velezensis , Cepa GNC004C",Biológico,"['Fungicida microbiológico', 'Nematicida Microbiológico']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1014
Bacillus velezensis BAC079,Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=949
Bacillus velezensis BV02,Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=976
Bacillus velezensis BV09,Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1009
Bacillus velezensis CCT8136,Biológico,['Fungicida microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=970
Bacillus velezensis cepa CBMAI 1301,Biológico,['Fungicida microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=955
Bacillus velezensis cepa CBMAI 1304,Biológico,['Fungicida microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=956
Bacillus velezensis Cepa Labim 40,Produto Microbiológico,['Fungicida microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=903
Bacillus velezensis ESALQ-RZ1MS9,Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=941
"Bacillus velezensis, CBMAI 2618",Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1052
"Bacillus velezensis, Cepa CCT8043/ASN09",Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=988
"Bacillus velezensis, cepa DC81",Biológico,['Fungicida microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1084
"Bacillus velezensis, cepa DC88",Biológico,['Fungicida microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1085
"Bacillus velezensis, estirpe FZB42",Produto Microbiológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=883
"Bacillus velezensis, isolado BV59",Biológico,['Fungicida microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1083
"Bacillus velezensis, isolado CCT 7943",Biológico,"['Fungicida microbiológico', 'Nematicida Microbiológico']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=913
"Bacillus velezensis, isolado CCT 7944",Biológico,"['Fungicida microbiológico', 'Nematicida Microbiológico']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=912
"Bacillus velezensis, isolado CCT8003",Biológico,['Fungicida microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1033
"Bacillus velezensis, isolado CCTB09",Biológico,"['Fungicida microbiológico', 'Nematicida Microbiológico']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1056
"Bacillus velezensis, isolado CECT8237",Biológico,['Fungicida microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1045
"Bacillus velezensis, isolado CNPSo 3602",Produto Microbiológico,"['Fungicida microbiológico', 'Nematicida Microbiológico']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=797
Baculovirus Anticarsia,Produto Microbiológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=22
Baculovirus Chrysodeixis includens,Produto Microbiológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=737
Baculovirus erinnyis ello,Biológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1081
Baculovirus Helicoverpa armigera,Produto Microbiológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=717
Baculovirus Spodoptera frugiperda,Produto Microbiológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=728
Beauveria bassiana,Produto Microbiológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=312
Beauveria bassiana ASN 053,Biológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=979
Beauveria bassiana BVF15,Biológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=992
Beauveria bassiana CCT8006,Biológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1065
"Beauveria bassiana, Isolado BALL 6-2",Produto Microbiológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=876
"Beauveria bassiana, isolado CBMAI 1306",Produto Microbiológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=786
"Beauveria bassiana, isolado CBMAI 2359",Biológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=974
"Beauveria bassiana, isolado CG 1420",Biológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=946
"Beauveria bassiana, isolado ESALQ 1432",Biológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=952
