fonte,mantenedor,url_mapa_dados,data_ultima_atualizacao,total_produtos_formulados,total_produtos_tecnicos
https://agrofit.agricultura.gov.br/agrofit_cons/principal_agrofit_cons,Coordenação-Geral de Agrotóxicos e Afins – CGAA/DSV/SDA,https://dados.agricultura.gov.br/dataset/sistema-de-agrotoxicos-fitossanitarios-agrofit,2025-12-11,4121,2839
